log N,time,self.uav_coord[0],self.uav_coord[1],self.gcs_coord[0],self.gcs_coord[1],self.uav_alt,self.gcs_alt,self.goal_pose[0],self.goal_pose[1],self.goal_pose[2],self.uav_heading,self.gcs_heading,self.uav_vel[0],self.uav_vel[1],self.uav_vel[2],self.gcs_vel[0],self.gcs_vel[1],self.gcs_vel[2],self.uav_pose[0],self.uav_pose[1],self.uav_pose[2],self.goal_pose[0],self.goal_pose[1],self.goal_pose[2],self.goal_mode,self.L, roll_cmd,pitch_cmd,yaw_cmd,thr_cmd,self.voltage,self.current  
28,0,43.684267,-72.233300,43.684348,-72.233288,0.000000,1.080000,1.570000,0.000000,10.000000,2.695696,0.970232,-0.060000,0.230000,0.000000,0.000000,0.010000,0.000000,1.689614,0.864258,9.110982,1.570000,0.000000,10.000000,0.000000,0.000000,-0.164507,0.028497,0.105974,0.552374,22.313000,0.034000 
29,0,43.684267,-72.233300,43.684348,-72.233288,0.000000,1.080000,1.570000,0.000000,10.000000,2.696082,0.970232,-0.060000,0.230000,0.000000,0.000000,0.010000,0.000000,1.689614,0.864258,9.110982,1.570000,0.000000,10.000000,0.000000,0.000000,-0.165431,0.027624,0.105974,0.551471,22.268000,0.043000 
30,0,43.684267,-72.233300,43.684348,-72.233288,0.000000,1.090000,1.570000,0.000000,10.000000,2.696082,0.970049,-0.060000,0.230000,0.000000,0.020000,0.010000,0.000000,1.691071,0.858364,9.084452,1.570000,0.000000,10.000000,0.000000,0.000000,-0.164789,0.029704,0.111685,0.552190,22.268000,0.043000 
31,0,43.684267,-72.233300,43.684348,-72.233288,0.000000,1.090000,1.570000,0.000000,10.000000,2.696082,0.970049,-0.060000,0.230000,0.000000,0.020000,0.010000,0.000000,1.691071,0.858364,9.084452,1.570000,0.000000,10.000000,0.000000,0.000000,-0.166031,0.028382,0.111685,0.551850,22.268000,0.043000 
32,0,43.684267,-72.233300,43.684348,-72.233286,0.000000,1.100000,1.570000,0.000000,10.000000,2.696082,0.970049,-0.060000,0.230000,0.000000,0.040000,0.040000,0.010000,1.691443,0.849222,9.139700,1.570000,0.000000,10.000000,0.000000,0.000000,-0.166461,0.024502,0.120827,0.553339,22.268000,0.043000 
33,0,43.684268,-72.233300,43.684348,-72.233286,0.000000,1.100000,1.570000,0.000000,10.000000,2.689704,0.970072,-0.040000,0.240000,0.030000,0.040000,0.040000,0.010000,1.693199,0.846553,9.009205,1.570000,0.000000,10.000000,0.000000,0.000000,-0.165842,0.036637,0.123519,0.551259,22.145000,0.033000 
34,0,43.684269,-72.233300,43.684348,-72.233285,0.000000,1.110000,1.570000,0.000000,10.000000,2.689704,0.970072,-0.040000,0.250000,0.010000,0.000000,-0.020000,0.010000,1.693773,0.832640,9.048929,1.570000,0.000000,10.000000,0.000000,0.000000,-0.166783,0.027600,0.137432,0.553405,22.145000,0.033000 
35,0,43.684269,-72.233300,43.684348,-72.233285,0.000000,1.110000,1.570000,0.000000,10.000000,2.689888,0.969625,-0.040000,0.250000,0.010000,0.000000,-0.020000,0.010000,1.693773,0.832193,9.048929,1.570000,0.000000,10.000000,0.000000,0.000000,-0.169261,0.029466,0.137432,0.552661,22.145000,0.033000 
36,0,43.684269,-72.233300,43.684348,-72.233284,0.000000,1.100000,1.570000,0.000000,10.000000,2.689888,0.969625,-0.040000,0.250000,0.010000,0.030000,0.010000,0.010000,1.693210,0.827948,9.008430,1.570000,0.000000,10.000000,0.000000,0.000000,-0.168537,0.032274,0.141677,0.551306,22.260000,0.030000 
37,0,43.684269,-72.233300,43.684348,-72.233284,0.000000,1.100000,1.570000,0.000000,10.000000,2.689888,0.968451,-0.040000,0.250000,0.010000,0.030000,0.010000,0.010000,1.693210,0.826774,9.008430,1.570000,0.000000,10.000000,0.000000,0.000000,-0.169445,0.030367,0.141677,0.552054,22.260000,0.030000 
38,0,43.684268,-72.233299,43.684348,-72.233284,0.000000,1.110000,1.570000,0.000000,10.000000,2.681875,0.967337,-0.010000,0.250000,0.000000,0.040000,-0.030000,0.010000,1.694735,0.832456,8.978997,1.570000,0.000000,10.000000,0.000000,0.000000,-0.169366,0.032661,0.134882,0.552733,22.260000,0.030000 
39,0,43.684268,-72.233299,43.684348,-72.233284,0.000000,1.110000,1.570000,0.000000,10.000000,2.676454,0.967337,-0.010000,0.250000,0.010000,0.040000,-0.030000,0.010000,1.694735,0.832456,8.978997,1.570000,0.000000,10.000000,0.000000,0.000000,-0.168507,0.031199,0.134882,0.552415,22.259000,0.040000 
40,0,43.684268,-72.233299,43.684347,-72.233284,0.000000,1.120000,1.570000,0.000000,10.000000,2.676454,0.966605,-0.010000,0.250000,0.020000,0.110000,0.070000,0.010000,1.696255,0.828526,8.950705,1.570000,0.000000,10.000000,0.000000,0.000000,-0.167656,0.033411,0.138079,0.553100,22.280000,0.029000 
41,0,43.684268,-72.233299,43.684347,-72.233283,0.000000,1.130000,1.570000,0.000000,10.000000,2.673322,0.966385,-0.010000,0.260000,0.030000,0.070000,0.010000,0.010000,1.697202,0.819348,8.963295,1.570000,0.000000,10.000000,0.000000,0.000000,-0.168098,0.031237,0.147036,0.553865,22.280000,0.029000 
42,0,43.684267,-72.233298,43.684347,-72.233281,0.000000,1.150000,1.570000,0.000000,10.000000,2.673322,0.966385,-0.010000,0.270000,0.020000,-0.040000,-0.010000,0.010000,1.697151,0.816596,9.125633,1.570000,0.000000,10.000000,0.000000,0.000000,-0.172331,0.020300,0.149789,0.556823,22.280000,0.029000 
43,0,43.684267,-72.233298,43.684347,-72.233281,0.000000,1.150000,1.570000,0.000000,10.000000,2.673322,0.966047,-0.010000,0.270000,0.020000,-0.040000,-0.010000,0.010000,1.697151,0.816258,9.125633,1.570000,0.000000,10.000000,0.000000,0.000000,-0.171992,0.027987,0.149789,0.554799,22.280000,0.029000 
44,0,43.684267,-72.233298,43.684347,-72.233281,0.000000,1.150000,1.570000,0.000000,10.000000,2.668186,0.965640,-0.010000,0.250000,0.020000,-0.040000,0.040000,0.010000,1.697624,0.808062,9.091798,1.570000,0.000000,10.000000,0.000000,0.000000,-0.170772,0.030450,0.157578,0.554464,22.290000,0.038000 
45,0,43.684267,-72.233298,43.684346,-72.233280,0.000000,1.130000,1.570000,0.000000,10.000000,2.668186,0.965640,-0.010000,0.250000,0.020000,-0.030000,0.030000,0.010000,1.696509,0.799395,9.012470,1.570000,0.000000,10.000000,0.000000,0.000000,-0.170605,0.034305,0.166245,0.551965,22.309000,0.036000 
46,0,43.684266,-72.233299,43.684345,-72.233279,0.000000,1.110000,1.570000,0.000000,10.000000,2.668186,0.965640,-0.020000,0.220000,0.020000,-0.020000,-0.010000,0.010000,1.694203,0.780373,9.017557,1.570000,0.000000,10.000000,0.000000,0.000000,-0.171115,0.029907,0.185268,0.551582,22.309000,0.036000 
47,0,43.684266,-72.233299,43.684345,-72.233279,0.000000,1.110000,1.570000,0.000000,10.000000,2.662012,0.965047,-0.020000,0.230000,0.010000,-0.020000,-0.010000,0.010000,1.694203,0.779779,9.017557,1.570000,0.000000,10.000000,0.000000,0.000000,-0.174900,0.030243,0.185268,0.552551,22.309000,0.036000 
48,0,43.684266,-72.233299,43.684344,-72.233278,0.000000,1.110000,1.570000,0.000000,10.000000,2.662012,0.964211,-0.020000,0.230000,0.010000,0.090000,0.110000,0.020000,1.695781,0.766320,8.904279,1.570000,0.000000,10.000000,0.000000,0.000000,-0.170790,0.038511,0.197891,0.551441,22.267000,0.030000 
49,0,43.684266,-72.233299,43.684346,-72.233273,0.000000,1.140000,1.570000,0.000000,10.000000,2.661683,0.965730,-0.020000,0.200000,0.040000,1.030000,0.940000,0.080000,1.695196,0.734336,9.187655,1.570000,0.000000,10.000000,0.000000,0.000000,-0.175914,0.012914,0.231394,0.557809,22.291000,0.044000 
50,0,43.684267,-72.233301,43.684349,-72.233269,0.000000,1.160000,1.570000,0.000000,10.000000,2.661683,0.968995,0.000000,0.200000,0.080000,1.370000,1.170000,0.110000,1.692893,0.688889,9.524292,1.570000,0.000000,10.000000,0.000000,0.000000,-0.179548,0.002257,0.280106,0.559692,22.291000,0.044000 
51,0,43.684267,-72.233301,43.684355,-72.233261,0.000000,1.190000,1.570000,0.000000,10.000000,2.655693,0.968995,0.000000,0.200000,0.080000,1.630000,1.380000,0.130000,1.685446,0.645096,10.402264,1.570000,0.000000,10.000000,0.000000,0.000000,-0.199464,-0.044382,0.323898,0.567334,22.291000,0.044000 
52,0,43.684267,-72.233301,43.684355,-72.233261,0.000000,1.190000,1.570000,0.000000,10.000000,2.655693,0.974201,0.000000,0.210000,0.050000,1.630000,1.380000,0.130000,1.685446,0.650302,10.402264,1.570000,0.000000,10.000000,0.000000,0.000000,-0.202749,-0.002996,0.323898,0.560801,22.305000,0.039000 
53,0,43.684267,-72.233301,43.684374,-72.233238,0.000000,1.260000,1.570000,0.000000,10.000000,2.649698,0.981339,-0.030000,0.230000,0.020000,3.340000,2.610000,0.280000,1.667981,0.575841,12.985388,1.570000,0.000000,10.000000,0.000000,0.000000,-0.247250,-0.181841,0.405498,0.586645,22.305000,0.039000 
54,0,43.684268,-72.233302,43.684392,-72.233219,0.000000,1.300000,1.570000,0.000000,10.000000,2.661640,1.003271,-0.070000,0.200000,0.020000,4.660000,3.630000,0.390000,1.655433,0.550261,15.378183,1.570000,0.000000,10.000000,0.000000,0.000000,-0.293039,-0.227272,0.453010,0.589001,22.269000,0.028000 
55,0,43.684268,-72.233302,43.684409,-72.233199,0.000000,1.330000,1.570000,0.000000,10.000000,2.666321,1.020603,-0.070000,0.220000,0.010000,6.540000,4.910000,0.570000,1.645548,0.538467,17.808806,1.570000,0.000000,10.000000,0.000000,0.000000,-0.333030,-0.281796,0.482136,0.592316,22.311000,0.037000 
56,0,43.684268,-72.233302,43.684459,-72.233147,0.000000,1.340000,1.570000,0.000000,10.000000,2.666321,1.041922,-0.070000,0.200000,0.010000,9.340000,7.160000,0.900000,1.625204,0.511843,24.640891,1.570000,0.000000,10.000000,0.000000,0.000000,-0.467430,-0.523599,0.530079,0.607137,22.311000,0.037000 
57,0,43.684268,-72.233302,43.684491,-72.233113,0.000000,1.270000,1.570000,0.000000,10.000000,2.670267,1.094024,-0.070000,0.190000,0.020000,9.340000,7.160000,0.900000,1.614317,0.544865,29.190917,1.570000,0.000000,10.000000,0.000000,0.000000,-0.523599,-0.523599,0.549159,0.592064,22.271000,0.032000 
58,0,43.684267,-72.233301,43.684526,-72.233075,0.000000,1.170000,1.570000,0.000000,10.000000,2.670267,1.149621,-0.070000,0.190000,0.020000,6.350000,4.750000,0.930000,1.605153,0.586734,34.061495,1.570000,0.000000,10.000000,0.000000,0.000000,-0.523599,-0.523599,0.562887,0.584048,22.271000,0.032000 
59,0,43.684267,-72.233301,43.684536,-72.233056,0.000000,-2.810000,1.570000,0.000000,10.000000,2.674115,1.149621,-0.070000,0.190000,0.020000,3.840000,2.750000,0.940000,1.492503,0.566655,35.927292,1.570000,0.000000,10.000000,0.000000,0.000000,-0.523599,-0.523599,0.582966,0.104749,22.234000,0.039000 
60,0,43.684267,-72.233301,43.684536,-72.233056,0.000000,-2.810000,1.570000,0.000000,10.000000,2.675262,0.935454,-0.070000,0.210000,-0.030000,3.840000,2.750000,0.940000,1.492503,0.352487,35.927292,1.570000,0.000000,10.000000,0.000000,0.000000,-0.253076,-0.523599,0.582966,0.310517,22.234000,0.039000 
61,0,43.684267,-72.233301,43.684565,-72.233030,0.000000,-2.860000,1.570000,0.000000,10.000000,2.675262,0.951043,-0.070000,0.210000,-0.030000,2.830000,1.970000,0.940000,1.498706,0.366915,39.706950,1.570000,0.000000,10.000000,0.000000,0.000000,-0.523599,-0.523599,0.584128,0.289396,22.272000,0.029000 
62,0,43.684268,-72.233301,43.684565,-72.233030,0.000000,-2.860000,1.570000,0.000000,10.000000,2.680601,0.967958,-0.080000,0.180000,-0.050000,2.830000,1.970000,0.940000,1.498540,0.383762,39.615647,1.570000,0.000000,10.000000,0.000000,0.000000,-0.523599,-0.523599,0.584196,0.305696,22.272000,0.029000 
63,0,43.684268,-72.233301,43.684658,-72.232948,0.000000,-3.190000,1.570000,0.000000,10.000000,2.680601,0.979840,-0.080000,0.180000,-0.050000,2.300000,1.750000,1.000000,1.509356,0.400381,51.952692,1.570000,0.000000,10.000000,0.000000,0.000000,-0.523599,-0.523599,0.579458,0.224535,22.318000,0.032000 
64,0,43.684268,-72.233301,43.684668,-72.232940,0.000000,-3.110000,1.570000,0.000000,10.000000,2.686680,0.978429,-0.070000,0.170000,-0.030000,2.510000,1.940000,1.020000,1.512345,0.400046,53.237143,1.570000,0.000000,10.000000,0.000000,0.000000,-0.523599,-0.523599,0.578383,0.283952,22.318000,0.032000 
65,0,43.684268,-72.233301,43.684670,-72.232939,0.000000,-2.870000,1.570000,0.000000,10.000000,2.686680,0.968300,-0.070000,0.170000,-0.030000,3.260000,2.600000,1.090000,1.517013,0.390136,53.388429,1.570000,0.000000,10.000000,0.000000,0.000000,-0.523599,-0.523599,0.578164,0.312052,22.318000,0.032000 
66,0,43.684269,-72.233301,43.684670,-72.232938,0.000000,-2.400000,1.570000,0.000000,10.000000,2.686680,0.953774,-0.050000,0.140000,0.000000,3.770000,3.120000,1.160000,1.525789,0.372814,53.343168,1.570000,0.000000,10.000000,0.000000,0.000000,-0.523599,-0.523599,0.580959,0.357056,22.318000,0.032000 
67,0,43.684269,-72.233301,43.684672,-72.232933,0.000000,-1.920000,1.570000,0.000000,10.000000,2.688779,0.953774,-0.050000,0.140000,0.000000,3.680000,3.100000,1.220000,1.535062,0.370034,53.740946,1.570000,0.000000,10.000000,0.000000,0.000000,-0.523599,-0.523599,0.583739,0.390421,22.294000,0.040000 
68,0,43.684269,-72.233301,43.684672,-72.232933,0.000000,-1.920000,1.570000,0.000000,10.000000,2.688779,0.938160,-0.040000,0.170000,0.030000,3.680000,3.100000,1.220000,1.535062,0.354420,53.740946,1.570000,0.000000,10.000000,0.000000,0.000000,-0.523599,-0.523599,0.583739,0.367111,22.287000,0.033000 
69,0,43.684269,-72.233301,43.684682,-72.232918,0.000000,-1.120000,1.570000,0.000000,10.000000,2.685962,0.938160,-0.050000,0.180000,0.020000,2.910000,2.420000,1.250000,1.550544,0.347070,55.307278,1.570000,0.000000,10.000000,0.000000,0.000000,-0.523599,-0.523599,0.591089,0.461757,22.287000,0.033000 
70,0,43.684269,-72.233301,43.684682,-72.232918,0.000000,-1.120000,1.570000,0.000000,10.000000,2.685962,0.908650,-0.050000,0.190000,0.010000,2.910000,2.420000,1.250000,1.550544,0.317560,55.307278,1.570000,0.000000,10.000000,0.000000,0.000000,-0.523599,-0.523599,0.591089,0.423272,22.199000,0.044000 
71,0,43.684269,-72.233301,43.684687,-72.232910,0.000000,-0.690000,1.570000,0.000000,10.000000,2.685962,0.878309,-0.050000,0.190000,0.010000,2.320000,1.900000,1.250000,1.558512,0.283310,56.171137,1.570000,0.000000,10.000000,0.000000,0.000000,-0.523599,-0.523599,0.594998,0.474564,22.199000,0.044000 
72,0,43.684269,-72.233302,43.684687,-72.232910,0.000000,-0.690000,1.570000,0.000000,10.000000,2.691639,0.878309,-0.050000,0.160000,0.020000,2.320000,1.900000,1.250000,1.558504,0.282518,56.134127,1.570000,0.000000,10.000000,0.000000,0.000000,-0.523599,-0.523599,0.595791,0.453581,22.285000,0.038000 
73,0,43.684269,-72.233302,43.684685,-72.232908,0.000000,0.370000,1.570000,0.000000,10.000000,2.695518,0.843774,-0.050000,0.180000,0.020000,0.780000,0.690000,1.240000,1.577400,0.242801,56.033162,1.570000,0.000000,10.000000,0.000000,0.000000,-0.460256,-0.523599,0.600973,0.581292,22.275000,0.041000 
74,0,43.684269,-72.233302,43.684677,-72.232915,0.000000,0.740000,1.570000,0.000000,10.000000,2.695518,0.843774,-0.030000,0.190000,0.020000,0.500000,0.420000,1.230000,1.584245,0.242433,55.026144,1.570000,0.000000,10.000000,0.000000,0.000000,-0.523599,-0.523599,0.601341,0.572109,22.275000,0.041000 
75,0,43.684269,-72.233302,43.684669,-72.232923,0.000000,1.070000,1.570000,0.000000,10.000000,2.693112,0.800325,-0.030000,0.190000,0.020000,0.290000,0.320000,1.220000,1.590655,0.199391,53.883983,1.570000,0.000000,10.000000,0.000000,0.000000,-0.346139,-0.523599,0.600934,0.592743,22.296000,0.031000 
76,0,43.684269,-72.233302,43.684658,-72.232934,0.000000,1.440000,1.570000,0.000000,10.000000,2.693112,0.800325,-0.020000,0.180000,0.010000,0.190000,0.220000,1.200000,1.598253,0.200082,52.452701,1.570000,0.000000,10.000000,0.000000,0.000000,-0.417283,-0.523599,0.600243,0.619683,22.296000,0.031000 
77,0,43.684269,-72.233302,43.684652,-72.232940,0.000000,1.660000,1.570000,0.000000,10.000000,2.686786,0.766280,-0.020000,0.160000,0.010000,0.060000,0.220000,1.190000,1.603012,0.166248,51.535918,1.570000,0.000000,10.000000,0.000000,0.000000,-0.281357,-0.523599,0.600033,0.627956,22.290000,0.034000 
78,0,43.684269,-72.233302,43.684645,-72.232945,0.000000,1.860000,1.570000,0.000000,10.000000,2.686786,0.758491,-0.020000,0.140000,0.010000,0.090000,0.210000,1.180000,1.607480,0.157083,50.715234,1.570000,0.000000,10.000000,0.000000,0.000000,-0.308224,-0.523599,0.601407,0.640770,22.290000,0.034000 
79,0,43.684269,-72.233302,43.684640,-72.232949,0.000000,1.980000,1.570000,0.000000,10.000000,2.686786,0.758491,-0.020000,0.140000,0.010000,0.040000,0.120000,1.160000,1.610336,0.155441,50.088929,1.570000,0.000000,10.000000,0.000000,0.000000,-0.316647,-0.523599,0.603049,0.645296,22.290000,0.034000 
80,0,43.684270,-72.233302,43.684640,-72.232949,0.000000,1.980000,1.570000,0.000000,10.000000,2.682803,0.755102,-0.030000,0.150000,0.020000,0.040000,0.120000,1.160000,1.610369,0.150898,50.047726,1.570000,0.000000,10.000000,0.000000,0.000000,-0.307113,-0.523599,0.604203,0.640466,22.290000,0.034000 
81,0,43.684270,-72.233302,43.684640,-72.232949,0.000000,1.980000,1.570000,0.000000,10.000000,2.682803,0.755102,-0.030000,0.150000,0.020000,0.040000,0.120000,1.160000,1.610369,0.150898,50.047726,1.570000,0.000000,10.000000,0.000000,0.000000,-0.316310,-0.523599,0.604203,0.640549,22.290000,0.034000 
