log N,time,self.uav_coord[0],self.uav_coord[1],self.gcs_coord[0],self.gcs_coord[1],self.uav_alt,self.gcs_alt,self.goal_pose[0],self.goal_pose[1],self.goal_pose[2],self.uav_heading,self.gcs_heading,self.uav_vel[0],self.uav_vel[1],self.uav_vel[2],self.gcs_vel[0],self.gcs_vel[1],self.gcs_vel[2],self.uav_pose[0],self.uav_pose[1],self.uav_pose[2],self.goal_pose[0],self.goal_pose[1],self.goal_pose[2],self.goal_mode,self.L, roll_cmd,pitch_cmd,yaw_cmd,thr_cmd,self.voltage,self.current  
11,0,0.000000,0.000000,0.000000,0.000000,-0.010000,5.010000,1.570000,0.000000,10.000000,1.586993,0.484776,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.484776,5.020000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024724,0.431601,-0.000000,0.375500,22.345000,0.037000 
12,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.850000,1.570000,0.000000,10.000000,1.586993,0.485230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.485230,4.860000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.023541,0.412267,-0.000000,0.363500,22.345000,0.037000 
13,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.850000,1.570000,0.000000,10.000000,1.587049,0.485230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.485230,4.860000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024114,0.421167,-0.000000,0.371500,22.343000,0.043000 
14,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.850000,1.570000,0.000000,10.000000,1.587140,0.485230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.485230,4.860000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024114,0.421167,-0.000000,0.371500,22.374000,0.030000 
15,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.850000,1.570000,0.000000,10.000000,1.587373,0.485230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.485230,4.860000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024114,0.421167,-0.000000,0.371500,22.352000,0.030000 
16,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.850000,1.570000,0.000000,10.000000,1.587517,0.485407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.485407,4.860000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024139,0.421167,-0.000000,0.371500,22.396000,0.041000 
17,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.850000,1.570000,0.000000,10.000000,1.587744,0.485407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.485407,4.860000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024139,0.421167,-0.000000,0.371500,22.405000,0.056000 
18,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.850000,1.570000,0.000000,10.000000,1.588244,0.485407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.485407,4.860000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024139,0.421167,-0.000000,0.371500,22.374000,0.030000 
19,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.960000,1.570000,0.000000,10.000000,1.588524,0.485940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.485940,4.970000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.025069,0.434241,-0.000000,0.379750,22.288000,0.041000 
20,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.960000,1.570000,0.000000,10.000000,1.588904,0.485940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.485940,4.970000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024684,0.428361,-0.000000,0.374250,22.288000,0.041000 
21,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.960000,1.570000,0.000000,10.000000,1.588904,0.485940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.485940,4.970000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024684,0.428361,-0.000000,0.374250,22.290000,0.042000 
22,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.960000,1.570000,0.000000,10.000000,1.589084,0.485940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.485940,4.970000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024684,0.428361,-0.000000,0.374250,22.428000,0.049000 
23,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.960000,1.570000,0.000000,10.000000,1.589084,0.485940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.485940,4.970000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024684,0.428361,-0.000000,0.374250,22.428000,0.049000 
24,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.960000,1.570000,0.000000,10.000000,1.589383,0.485940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.485940,4.970000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024684,0.428361,-0.000000,0.374250,22.428000,0.049000 
25,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.960000,1.570000,0.000000,10.000000,1.589383,0.486643,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.486643,4.970000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024787,0.428361,-0.000000,0.374250,22.430000,0.028000 
26,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.960000,1.570000,0.000000,10.000000,1.589383,0.486643,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.486643,4.970000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024787,0.428361,-0.000000,0.374250,22.430000,0.028000 
27,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.780000,1.570000,0.000000,10.000000,1.589711,0.487174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.487174,4.790000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.023434,0.406398,-0.000000,0.360750,22.430000,0.028000 
28,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.780000,1.570000,0.000000,10.000000,1.589949,0.487174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.487174,4.790000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024091,0.416540,-0.000000,0.369750,22.430000,0.028000 
29,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.780000,1.570000,0.000000,10.000000,1.589949,0.487174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.487174,4.790000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024091,0.416540,-0.000000,0.369750,22.430000,0.028000 
30,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.780000,1.570000,0.000000,10.000000,1.589949,0.487174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.487174,4.790000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024091,0.416540,-0.000000,0.369750,22.430000,0.028000 
31,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.780000,1.570000,0.000000,10.000000,1.589949,0.487626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.487626,4.790000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024156,0.416540,-0.000000,0.369750,22.430000,0.028000 
32,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.780000,1.570000,0.000000,10.000000,1.590399,0.487626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.487626,4.790000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024156,0.416540,-0.000000,0.369750,22.430000,0.028000 
33,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.780000,1.570000,0.000000,10.000000,1.590399,0.487626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.487626,4.790000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024156,0.416540,-0.000000,0.369750,22.430000,0.028000 
34,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.780000,1.570000,0.000000,10.000000,1.590399,0.487626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.487626,4.790000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024156,0.416540,-0.000000,0.369750,22.451000,0.036000 
35,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.810000,1.570000,0.000000,10.000000,1.590399,0.487626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.487626,4.820000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024394,0.420181,-0.000000,0.372000,22.451000,0.036000 
36,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.810000,1.570000,0.000000,10.000000,1.590399,0.487688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.487688,4.820000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024294,0.418528,-0.000000,0.370500,22.451000,0.036000 
37,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.810000,1.570000,0.000000,10.000000,1.590399,0.487688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.487688,4.820000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024294,0.418528,-0.000000,0.370500,22.451000,0.036000 
38,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.810000,1.570000,0.000000,10.000000,1.590399,0.487688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.487688,4.820000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024294,0.418528,-0.000000,0.370500,22.354000,0.047000 
39,0,0.000000,0.000000,0.000000,0.000000,-0.010000,5.080000,1.570000,0.000000,10.000000,1.590399,0.487688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.487688,5.090000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.026388,0.450078,-0.000000,0.390750,22.354000,0.047000 
40,0,0.000000,0.000000,0.000000,0.000000,-0.010000,5.080000,1.570000,0.000000,10.000000,1.590913,0.488054,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.488054,5.090000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.025508,0.436104,-0.000000,0.377250,22.354000,0.047000 
41,0,0.000000,0.000000,0.000000,0.000000,-0.010000,5.080000,1.570000,0.000000,10.000000,1.590913,0.488054,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.488054,5.090000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.025508,0.436104,-0.000000,0.377250,22.354000,0.047000 
42,0,0.000000,0.000000,0.000000,0.000000,-0.010000,5.080000,1.570000,0.000000,10.000000,1.590913,0.488054,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.488054,5.090000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.025508,0.436104,-0.000000,0.377250,22.354000,0.047000 
43,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.890000,1.570000,0.000000,10.000000,1.590913,0.488054,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.488054,4.900000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024003,0.413265,-0.000000,0.363000,22.354000,0.047000 
44,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.890000,1.570000,0.000000,10.000000,1.591259,0.487716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.487716,4.900000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024644,0.423794,-0.000000,0.372500,22.354000,0.047000 
45,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.890000,1.570000,0.000000,10.000000,1.591259,0.487716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.487716,4.900000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024644,0.423794,-0.000000,0.372500,22.354000,0.047000 
46,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.890000,1.570000,0.000000,10.000000,1.591259,0.487716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.487716,4.900000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024644,0.423794,-0.000000,0.372500,22.354000,0.047000 
47,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.890000,1.570000,0.000000,10.000000,1.591259,0.487716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.487716,4.900000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024644,0.423794,-0.000000,0.372500,22.354000,0.047000 
48,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.890000,1.570000,0.000000,10.000000,1.591259,0.487716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.487716,4.900000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024644,0.423794,-0.000000,0.372500,22.354000,0.047000 
49,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.890000,1.570000,0.000000,10.000000,1.591259,0.487716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.487716,4.900000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024644,0.423794,-0.000000,0.372500,22.354000,0.047000 
50,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.890000,1.570000,0.000000,10.000000,1.591259,0.487716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.141593,0.487716,4.900000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024644,0.423794,-0.000000,0.372500,22.396000,0.045000 
51,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.940000,1.570000,0.000000,10.000000,1.591828,0.488083,0.000000,0.000000,-0.010000,0.000000,0.000000,0.000000,3.141593,0.488083,4.950000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.025091,0.429754,-0.000000,0.376250,22.396000,0.045000 
52,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.940000,1.570000,0.000000,10.000000,1.592612,0.488083,0.000000,0.000000,-0.010000,0.000000,0.000000,0.000000,3.141593,0.488083,4.950000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024912,0.427060,-0.000000,0.373750,22.396000,0.045000 
53,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.940000,1.570000,0.000000,10.000000,1.593705,0.488083,0.000000,0.000000,-0.010000,0.000000,0.000000,0.000000,3.141593,0.488083,4.950000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024912,0.427060,-0.000000,0.373750,22.433000,0.043000 
54,0,0.000000,0.000000,0.000000,0.000000,-0.010000,4.920000,1.570000,0.000000,10.000000,1.594153,0.487998,0.000000,0.000000,-0.010000,0.000000,0.000000,0.000000,3.141593,0.487998,4.930000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024742,0.424669,-0.000000,0.372250,22.433000,0.043000 
55,0,0.000000,0.000000,0.000000,0.000000,-0.010000,5.070000,1.570000,0.000000,10.000000,1.595585,0.487789,0.000000,0.000000,-0.010000,0.000000,0.000000,0.000000,3.141593,0.487789,5.080000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.025949,0.443315,-0.000000,0.384500,22.477000,0.038000 
56,0,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,1.570000,0.000000,10.000000,1.596854,0.487989,0.000000,0.000000,-0.010000,0.000000,0.000000,0.000000,3.141593,0.487989,4.830000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.023464,0.405109,-0.000000,0.358250,22.402000,0.036000 
57,0,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,1.570000,0.000000,10.000000,1.598709,0.487989,0.000000,0.000000,-0.010000,0.000000,0.000000,0.000000,3.141593,0.487989,4.830000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024381,0.419189,-0.000000,0.370750,22.434000,0.036000 
58,0,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,1.570000,0.000000,10.000000,1.598709,0.487636,0.000000,0.000000,-0.010000,0.000000,0.000000,0.000000,3.141593,0.487636,4.830000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024330,0.419189,-0.000000,0.370750,22.393000,0.035000 
59,0,0.000000,0.000000,0.000000,0.000000,0.000000,4.890000,1.570000,0.000000,10.000000,1.599418,0.487011,0.000000,0.000000,-0.010000,0.000000,0.000000,0.000000,3.141593,0.487011,4.890000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024712,0.426400,-0.000000,0.375250,22.393000,0.035000 
60,0,0.000000,0.000000,0.000000,0.000000,0.000000,4.960000,1.570000,0.000000,10.000000,1.600106,0.486038,0.000000,0.000000,-0.010000,0.000000,0.000000,0.000000,3.141593,0.486038,4.960000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024902,0.431471,-0.000000,0.377500,22.393000,0.035000 
61,0,0.000000,0.000000,0.000000,0.000000,0.000000,4.900000,1.570000,0.000000,10.000000,1.600547,0.486038,0.000000,0.000000,-0.010000,0.000000,0.000000,0.000000,3.141593,0.486038,4.900000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024187,0.420505,-0.000000,0.369500,22.378000,0.045000 
62,0,0.000000,0.000000,0.000000,0.000000,0.000000,4.900000,1.570000,0.000000,10.000000,1.600547,0.486038,0.000000,0.000000,-0.010000,0.000000,0.000000,0.000000,3.141593,0.486038,4.900000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024400,0.423794,-0.000000,0.372500,22.406000,0.033000 
63,0,0.000000,0.000000,0.000000,0.000000,0.000000,5.060000,1.570000,0.000000,10.000000,1.601307,0.483222,0.000000,0.000000,-0.010000,0.000000,0.000000,0.000000,3.141593,0.483222,5.060000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.025207,0.442574,-0.000000,0.384500,22.406000,0.033000 
64,0,0.000000,0.000000,0.000000,0.000000,0.000000,5.060000,1.570000,0.000000,10.000000,1.602117,0.483222,0.000000,0.000000,-0.010000,0.000000,0.000000,0.000000,3.141593,0.483222,5.060000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024663,0.434179,-0.000000,0.376500,22.403000,0.034000 
65,0,0.000000,0.000000,0.000000,0.000000,0.000000,4.920000,1.570000,0.000000,10.000000,1.603116,0.483012,0.000000,0.000000,-0.010000,0.000000,0.000000,0.000000,3.141593,0.483012,4.920000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.023558,0.417402,-0.000000,0.366000,22.403000,0.034000 
66,0,0.000000,0.000000,0.000000,0.000000,0.000000,4.920000,1.570000,0.000000,10.000000,1.603911,0.483012,0.000000,0.000000,-0.010000,0.000000,0.000000,0.000000,3.141593,0.483012,4.920000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024049,0.425103,-0.000000,0.373000,22.404000,0.042000 
67,0,0.000000,0.000000,0.000000,0.000000,0.000000,4.920000,1.570000,0.000000,10.000000,1.603911,0.482708,0.000000,0.000000,-0.010000,0.000000,0.000000,0.000000,3.141593,0.482708,4.920000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024005,0.425103,-0.000000,0.373000,22.404000,0.042000 
68,0,0.000000,0.000000,0.000000,0.000000,0.000000,4.850000,1.570000,0.000000,10.000000,1.605764,0.482441,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,3.141593,0.482441,4.850000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.023429,0.416638,-0.000000,0.367750,22.351000,0.037000 
69,0,0.000000,0.000000,0.000000,0.000000,0.000000,4.850000,1.570000,0.000000,10.000000,1.606570,0.482441,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,3.141593,0.482441,4.850000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.023675,0.420508,-0.000000,0.371250,22.377000,0.052000 
70,0,0.000000,0.000000,0.000000,0.000000,0.000000,5.070000,1.570000,0.000000,10.000000,1.607585,0.482734,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,3.141593,0.482734,5.070000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.025376,0.446290,-0.000000,0.387750,22.377000,0.052000 
71,0,0.000000,0.000000,0.000000,0.000000,0.000000,5.070000,1.570000,0.000000,10.000000,1.607585,0.482734,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,3.141593,0.482734,5.070000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.024633,0.434821,-0.000000,0.376750,22.365000,0.035000 
72,0,0.000000,0.000000,0.000000,0.000000,0.000000,4.910000,1.570000,0.000000,10.000000,1.608296,0.482597,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,3.141593,0.482597,4.910000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.023387,0.415619,-0.000000,0.364750,22.365000,0.035000 
73,0,0.000000,0.000000,0.000000,0.000000,0.000000,4.910000,1.570000,0.000000,10.000000,1.609029,0.482146,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,3.141593,0.482146,4.910000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.023883,0.424449,-0.000000,0.372750,22.392000,0.040000 
74,0,0.000000,0.000000,0.000000,0.000000,0.000000,4.910000,1.570000,0.000000,10.000000,1.610034,0.481702,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,3.141593,0.481702,4.910000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.023820,0.424449,-0.000000,0.372750,22.392000,0.040000 
75,0,0.000000,0.000000,0.000000,0.000000,0.000000,4.940000,1.570000,0.000000,10.000000,1.610723,0.480793,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,3.141593,0.480793,4.940000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.023917,0.428030,-0.000000,0.375000,22.371000,0.039000 
76,0,0.000000,0.000000,0.000000,0.000000,0.000000,4.950000,1.570000,0.000000,10.000000,1.611397,0.480544,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,3.141593,0.480544,4.950000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.023854,0.427601,-0.000000,0.374250,22.371000,0.039000 
77,0,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,1.570000,0.000000,10.000000,1.611397,0.480544,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,3.141593,0.480544,4.830000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.022907,0.412504,-0.000000,0.364750,22.371000,0.039000 
78,0,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,1.570000,0.000000,10.000000,1.612368,0.480684,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,3.141593,0.480684,4.830000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.023344,0.419189,-0.000000,0.370750,22.371000,0.039000 
79,0,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,1.570000,0.000000,10.000000,1.612368,0.480684,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,3.141593,0.480684,4.830000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.023344,0.419189,-0.000000,0.370750,22.371000,0.039000 
80,0,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,1.570000,0.000000,10.000000,1.612368,0.480684,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,3.141593,0.480684,4.830000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.023344,0.419189,-0.000000,0.370750,22.395000,0.051000 
81,0,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,1.570000,0.000000,10.000000,1.612368,0.480684,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,3.141593,0.480684,4.830000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.023344,0.419189,-0.000000,0.370750,22.395000,0.051000 
82,0,0.000000,0.000000,0.000000,0.000000,0.000000,4.830000,1.570000,0.000000,10.000000,1.612368,0.480323,0.000000,0.000000,-0.020000,0.000000,0.000000,0.000000,3.141593,0.480323,4.830000,1.570000,0.000000,10.000000,0.000000,0.000000,-0.023294,0.419189,-0.000000,0.370750,22.395000,0.051000 
